Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
BaseReduzida1_weka,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.0210408192700002E7,13238.0,1471.0,1362.0,109.0,0.0,92.59007477906187,7.409925220938137,0.0,0.8503941709906199,0.08313533696293231,0.24474806613362643,16.72841167476582,49.09987634139204,1464.5086171878236,491.9649341043447,972.5436830834789,0.9955870953010357,0.33444251128779384,0.6611445840132419,1225.0403530540764,0.8327942576846202,83.64855888703622,0.9508196721311475,754.0,0.10324483775811209,70.0,0.8967551622418879,608.0,0.04918032786885246,39.0,0.9150485436893204,0.9508196721311475,0.932591218305504,0.8511649819238476,0.9766541307234764,0.9786347343502513,0.9259007477906186,0.07832591341758319,0.9216740865824168,0.07409925220938138,0.9264207142931538,0.9259007477906186,0.9257442160276289,0.8511649819238477,0.9766541307234764,0.9739020034060427,0.925163533681054,0.9259007477906186,412.369,0.037,400.90625,0.03125,400906.25,31.25,255854.0,2822070.0,315699.0,97.14479945615227,57.71583956492182,?
BaseReduzida1_weka,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.0210408193400003E7,13238.0,1471.0,1359.0,112.0,0.0,92.38613188307274,7.61386811692726,0.0,0.846753444866326,0.08292838507018753,0.2496906593334975,16.68676901611815,50.091429487258274,1464.5086171878236,530.1985842747117,934.3100329131119,0.9955870953010357,0.3604341157543927,0.635152979546643,1224.531522547076,0.8324483497940693,83.61381477552818,0.9306431273644389,738.0,0.084070796460177,57.0,0.915929203539823,621.0,0.06935687263556116,55.0,0.9283018867924528,0.9306431273644389,0.929471032745592,0.8467566154177616,0.9757976319342924,0.9770411598357379,0.9238613188307274,0.07728898792646556,0.9227110120735346,0.07613868116927261,0.9238481810556928,0.9238613188307274,0.9238530326949596,0.8467566154177617,0.9757976319342924,0.9727635323303271,0.9233765798883056,0.9238613188307274,408.909,0.039,398.59375,0.03125,398593.75,31.25,255854.0,2822070.0,315699.0,96.73691366417403,56.05030591434399,?
BaseReduzida1_weka,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.0210408194000002E7,13238.0,1471.0,1355.0,116.0,0.0,92.11420802175391,7.8857919782460915,0.0,0.8412803536115518,0.08790296715825277,0.2613514618828085,17.68774958730625,52.43074914872585,1464.5086171878236,592.1129395944059,872.3956775934176,0.9955870953010357,0.4025240921783861,0.5930630031226497,1210.649560120801,0.8230112577299803,82.66592261133381,0.9281210592686002,736.0,0.08702064896755163,59.0,0.9129793510324484,619.0,0.07187894073139975,57.0,0.9257861635220126,0.9281210592686002,0.9269521410579344,0.8412835036697526,0.9733053227540388,0.9753343672391249,0.9211420802175391,0.08004166991649048,0.9199583300835097,0.07885791978246091,0.9211283403261058,0.9211420802175391,0.9211334981483509,0.8412835036697526,0.9733053227540388,0.9710381099272892,0.9206400291700307,0.9211420802175391,368.422,0.034,358.4375,0.015625,358437.5,15.625,224717.0,2822070.0,315699.0,95.85316111488783,56.01631543167913,?
BaseReduzida1_weka,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.02104081948E7,13238.0,1471.0,1368.0,103.0,0.0,92.99796057104011,7.0020394289598915,0.0,0.8584166640968925,0.07880875782213212,0.23664140106735346,15.85782162660097,47.47356623981286,1464.5086171878236,457.94196244073726,1006.5666547470863,0.9955870953010357,0.3113133667170206,0.6842737285840151,1237.7040407283093,0.841403154811903,84.51326446306416,0.9634300126103404,764.0,0.10914454277286136,74.0,0.8908554572271387,604.0,0.03656998738965952,29.0,0.9116945107398569,0.9634300126103404,0.9368485591661557,0.8600636560923997,0.9814787949127134,0.9830716946656121,0.9299796057104011,0.07569413587292197,0.9243058641270779,0.07002039428959891,0.9312794939784492,0.9299796057104011,0.929743829275993,0.8600636560923997,0.9814787949127134,0.979509325463721,0.9291412894991724,0.9299796057104011,468.102,0.053,453.4375,0.046875,453437.5,46.875,318128.0,2822070.0,315699.0,97.28076138681169,56.526172671651935,?
BaseReduzida1_weka,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.0210408195600003E7,13238.0,1471.0,1372.0,99.0,0.0,93.26988443235894,6.730115567641061,0.0,0.8646423449389943,0.07940211137462125,0.24522447467564726,15.977215651540673,49.1954505408974,1464.5086171878236,514.4875719342958,950.0210452535277,0.9955870953010357,0.3497536179023085,0.6458334773987272,1235.778385085778,0.8400940755171842,84.38177628881027,0.9344262295081968,741.0,0.06932153392330384,47.0,0.9306784660766961,631.0,0.06557377049180328,52.0,0.9403553299492385,0.9344262295081968,0.937381404174573,0.864662549852301,0.9772372194757223,0.977245481836733,0.9326988443235894,0.06759414873869651,0.9324058512613035,0.06730115567641061,0.9327548947308051,0.9326988443235894,0.9327160469681558,0.864662549852301,0.9772372194757222,0.9752446634560463,0.9323203861431277,0.9326988443235894,466.634,0.05,452.765625,0.046875,452765.625,46.875,286991.0,2822070.0,315699.0,96.26104690686607,55.88035350101971,?
BaseReduzida1_weka,1,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.02104082E7,13238.0,1471.0,1366.0,105.0,0.0,92.86199864038069,7.138001359619307,0.0,0.8561961218434232,0.08694173555198098,0.2438751071194034,17.492681453949125,48.91955741983192,1464.7329040366542,490.7839855943695,973.9489184422847,0.9957395676659784,0.3336396910906659,0.6620998765753126,1216.7279433729855,0.8271434013412545,83.06824677863162,0.9419191919191919,746.0,0.08689248895434462,59.0,0.9131075110456554,620.0,0.05808080808080808,46.0,0.9267080745341615,0.9419191919191919,0.9342517219787101,0.8563318580882464,0.973418834887907,0.9722684114860308,0.9286199864038069,0.07359328343895964,0.9264067165610403,0.07138001359619306,0.9286573060048661,0.9286199864038069,0.9285655532718562,0.8563318580882464,0.9734188348879071,0.9662462620839343,0.9280924037402845,0.9286199864038069,290.165,0.028,279.71875,0.015625,279718.75,15.625,162443.0,2822070.0,315699.0,97.28076138681169,57.61386811692726,?
BaseReduzida1_weka,1,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.02104082005E7,13238.0,1471.0,1380.0,91.0,0.0,93.8137321549966,6.186267845003399,0.0,0.8757099549212863,0.07574591250626424,0.23021519246821462,15.240081308459585,46.179478749967274,1464.7329040366542,450.1514980026613,1014.5814060339928,0.9957395676659784,0.30601733378834894,0.6897222338776294,1250.5823052354935,0.8501579233416,85.37954611308427,0.9343434343434344,740.0,0.05743740795287187,39.0,0.9425625920471281,640.0,0.06565656565656566,52.0,0.9499358151476252,0.9343434343434344,0.9420751113940165,0.875848028189735,0.9757079260945241,0.9724137571483644,0.938137321549966,0.06123129515940354,0.9387687048405964,0.061862678450033994,0.938358969551078,0.938137321549966,0.9381746601845192,0.875848028189735,0.9757079260945241,0.9704147246727167,0.9378501012841709,0.938137321549966,272.008,0.022,264.734375,0.015625,264734.375,15.625,162443.0,2822070.0,315699.0,97.3487423521414,57.34194425560843,?
BaseReduzida1_weka,1,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.02104082012E7,13238.0,1471.0,1374.0,97.0,0.0,93.40584636301836,6.594153636981646,0.0,0.8675150068941183,0.07615627776336092,0.2377186828804857,15.322646818298855,47.68462388104674,1464.7329040366542,523.7479372512779,940.9849667853763,0.9957395676659784,0.35604890363785036,0.639690664028128,1245.9581284312637,0.8470143633115321,85.06384508721901,0.9305555555555556,737.0,0.061855670103092786,42.0,0.9381443298969072,637.0,0.06944444444444445,55.0,0.9460847240051348,0.9305555555555556,0.9382558879694463,0.8676517880643643,0.9762722958599247,0.9787376867058981,0.9340584636301835,0.06535857817772078,0.9346414218222793,0.06594153636981645,0.9342843904869385,0.9340584636301835,0.9340982641527295,0.8676517880643643,0.9762722958599247,0.9725369554126103,0.9337523057644459,0.9340584636301835,432.025,0.038,428.078125,0.03125,428078.125,31.25,286991.0,2822070.0,315699.0,97.07681849082257,56.28823929299796,?
BaseReduzida1_weka,1,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.02104082018E7,13238.0,1471.0,1376.0,95.0,0.0,93.54180829367778,6.458191706322229,0.0,0.8702194229270817,0.07650463050812657,0.23267569248417794,15.392735407617975,46.673037002936,1464.7329040366542,434.39049827811937,1030.3424057585348,0.9957395676659784,0.2953028540299928,0.7004367136359856,1245.8148183581936,0.8469169397404444,85.05406104586409,0.9330808080808081,739.0,0.061855670103092786,42.0,0.9381443298969072,637.0,0.06691919191919192,53.0,0.9462227912932138,0.9330808080808081,0.9396058486967578,0.8703176949507464,0.9793926005266211,0.9808075788746731,0.9354180829367778,0.06419294495906241,0.9358070550409376,0.06458191706322229,0.9355903319105761,0.9354180829367778,0.9354517318946739,0.8703176949507463,0.9793926005266212,0.9731336463733057,0.9351060653271955,0.9354180829367778,347.319,0.034,344.109375,0.03125,344109.375,31.25,224717.0,2822070.0,315699.0,97.41672331747111,55.98232494901428,?
BaseReduzida1_weka,1,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.functions.MultilayerPerceptron -- -L 0.1 -M 0.8 -N 500 -V 0 -S 1 -E 20 -H 16',-1178107808933117974,2.02104082026E7,13239.0,1470.0,1373.0,97.0,0.0,93.40136054421768,6.598639455782313,0.0,0.8669037551454732,0.07568048475362217,0.23201238403844363,15.227691842571877,46.5426453474832,1463.6162914157487,454.5212850620366,1009.095006353712,0.9956573410991488,0.30919815310342624,0.6864591879957225,1247.5505017987382,0.848673810747441,85.23753863056477,0.9532828282828283,755.0,0.08849557522123894,60.0,0.911504424778761,618.0,0.04671717171717172,37.0,0.9263803680981595,0.9532828282828283,0.9396390790292471,0.8673357805163642,0.979312855695599,0.9816281946138194,0.9340136054421768,0.06922635238058752,0.9307736476194124,0.06598639455782312,0.9342816427840279,0.9340136054421768,0.9339165417568788,0.8673357805163641,0.9793128556955991,0.9789813401466675,0.9334354434906176,0.9340136054421768,484.992,0.05,462.078125,0.0625,462078.125,62.5,318128.0,2822283.0,315486.0,96.93877551020408,55.98639455782313,?
